FID,CommonName,ScientificName,RecordDate,Easting_MGA,Northing_MGA,individualCount,coordinateUncertaintyInMeters,geodeticDatum,Data Resource Name,Location 1
2454,Australian White Ibis,Threskiornis molucca,11/11/2010,149.161,-35.2191,3,100,GDA94,ACT Wildlife Atlas,"(-35.2191, 149.161)"
2455,Common Bronzewing,Phaps chalcoptera,11/11/2010,149.166,-35.2204,1,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2152,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/2010,149.161,-35.2141,1,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2153,Spotted Grass Frog,Limnodynastes tasmaniensis,20/12/2010,149.161,-35.2141,6,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2155,Spotted Grass Frog,Limnodynastes tasmaniensis,23/12/2010,149.161,-35.2141,2,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2156,Spotted Grass Frog,Limnodynastes tasmaniensis,31/12/2010,149.161,-35.2141,1,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2157,Spotted Grass Frog,Limnodynastes tasmaniensis,2/01/2011,149.161,-35.2141,3,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2158,Spotted Grass Frog,Limnodynastes tasmaniensis,3/01/2011,149.161,-35.2141,1,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2159,Spotted Grass Frog,Limnodynastes tasmaniensis,6/01/2011,149.161,-35.2141,4,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2160,Spotted Grass Frog,Limnodynastes tasmaniensis,6/01/2011,149.161,-35.2141,1,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2161,Spotted Grass Frog,Limnodynastes tasmaniensis,20/12/2010,149.158,-35.218,1,10,GDA94,ACT Wildlife Atlas,"(-35.218, 149.158)"
2162,Spotted Grass Frog,Limnodynastes tasmaniensis,4/01/2011,149.158,-35.218,2,10,GDA94,ACT Wildlife Atlas,"(-35.218, 149.158)"
2198,White-winged Chough,Corcorax melanorhamphos,10/12/2009,149.141,-35.2501,1,100,GDA94,ACT Wildlife Atlas,"(-35.2501, 149.141)"
2199,Collared Sparrowhawk,Accipiter cirrhocephalus,19/11/2009,149.081,-35.2064,1,100,GDA94,ACT Wildlife Atlas,"(-35.2064, 149.081)"
2200,Eurasian Coot,Fulica atra,13/06/2009,149.11,-35.1872,1,100,GDA94,ACT Wildlife Atlas,"(-35.1872, 149.11)"
2201,Southern Boobook,Ninox novaeseelandiae,30/09/2009,149.159,-35.2003,1,100,GDA94,ACT Wildlife Atlas,"(-35.2003, 149.159)"
2202,Southern Boobook,Ninox novaeseelandiae,18/09/2009,149.127,-35.2685,1,100,GDA94,ACT Wildlife Atlas,"(-35.2685, 149.127)"
2203,Southern Boobook,Ninox novaeseelandiae,3/11/2009,149.043,-35.245,1,100,GDA94,ACT Wildlife Atlas,"(-35.245, 149.043)"
2205,Southern Boobook,Ninox novaeseelandiae,26/04/2010,149.099,-35.315,1,100,GDA94,ACT Wildlife Atlas,"(-35.315, 149.099)"
2206,Southern Boobook,Ninox novaeseelandiae,26/06/2010,149.052,-35.251,1,100,GDA94,ACT Wildlife Atlas,"(-35.251, 149.052)"
2207,Southern Boobook,Ninox novaeseelandiae,17/03/2010,149.064,-35.2091,1,100,GDA94,ACT Wildlife Atlas,"(-35.2091, 149.064)"
2208,Southern Boobook,Ninox novaeseelandiae,1/11/2009,149.128,-35.4008,1,100,GDA94,ACT Wildlife Atlas,"(-35.4008, 149.128)"
2209,Southern Boobook,Ninox novaeseelandiae,28/10/2009,149.095,-35.3487,1,100,GDA94,ACT Wildlife Atlas,"(-35.3487, 149.095)"
2210,Southern Boobook,Ninox novaeseelandiae,21/10/2009,149.144,-35.3197,1,100,GDA94,ACT Wildlife Atlas,"(-35.3197, 149.144)"
2465,Willie Wagtail,Rhipidura leucophrys,11/11/2010,149.166,-35.2148,1,100,GDA94,ACT Wildlife Atlas,"(-35.2148, 149.166)"
2466,Pied Currawong,Strepera graculina,11/11/2010,149.166,-35.2148,2,100,GDA94,ACT Wildlife Atlas,"(-35.2148, 149.166)"
2467,Australian White Ibis,Threskiornis molucca,11/11/2010,149.166,-35.2148,1,100,GDA94,ACT Wildlife Atlas,"(-35.2148, 149.166)"
2468,Crimson Rosella,Platycercus elegans,11/11/2010,149.175,-35.2161,5,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2470,Red-rumped Parrot,Psephotus haematonotus,11/11/2010,149.175,-35.2161,3,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2471,Willie Wagtail,Rhipidura leucophrys,11/11/2010,149.175,-35.2161,3,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2472,Australasian Grebe,Tachybaptus novaehollandiae,11/11/2010,149.175,-35.2161,5,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2473,Australian White Ibis,Threskiornis molucca,11/11/2010,149.175,-35.2161,1,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2163,Spotted Grass Frog,Limnodynastes tasmaniensis,6/01/2011,149.158,-35.218,1,10,GDA94,ACT Wildlife Atlas,"(-35.218, 149.158)"
2164,Spotted Grass Frog,Limnodynastes tasmaniensis,5/01/2011,149.16,-35.2151,5,10,GDA94,ACT Wildlife Atlas,"(-35.2151, 149.16)"
2165,Spotted Grass Frog,Limnodynastes tasmaniensis,7/01/2011,149.151,-35.2159,1,10,GDA94,ACT Wildlife Atlas,"(-35.2159, 149.151)"
2166,Spotted Grass Frog,Limnodynastes tasmaniensis,8/01/2011,149.151,-35.2159,1,10,GDA94,ACT Wildlife Atlas,"(-35.2159, 149.151)"
2167,Spotted Grass Frog,Limnodynastes tasmaniensis,8/01/2011,149.151,-35.2112,1,10,GDA94,ACT Wildlife Atlas,"(-35.2112, 149.151)"
2168,Common Eastern Froglet,Crinia signifera,16/12/2010,149.163,-35.2164,1,10,GDA94,ACT Wildlife Atlas,"(-35.2164, 149.163)"
2169,Common Eastern Froglet,Crinia signifera,17/12/2010,149.161,-35.2141,2,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2170,Common Eastern Froglet,Crinia signifera,20/12/2010,149.16,-35.2151,1,10,GDA94,ACT Wildlife Atlas,"(-35.2151, 149.16)"
2171,Common Eastern Froglet,Crinia signifera,22/12/2010,149.161,-35.2141,1,10,GDA94,ACT Wildlife Atlas,"(-35.2141, 149.161)"
2172,Common Eastern Froglet,Crinia signifera,1/01/2011,149.16,-35.2151,1,10,GDA94,ACT Wildlife Atlas,"(-35.2151, 149.16)"
2211,Southern Boobook,Ninox novaeseelandiae,30/09/2009,149.159,-35.2003,1,100,GDA94,ACT Wildlife Atlas,"(-35.2003, 149.159)"
2212,Southern Boobook,Ninox novaeseelandiae,19/02/2010,149.07,-35.2994,1,100,GDA94,ACT Wildlife Atlas,"(-35.2994, 149.07)"
2213,Southern Boobook,Ninox novaeseelandiae,25/03/2010,149.125,-35.316,1,100,GDA94,ACT Wildlife Atlas,"(-35.316, 149.125)"
2214,Southern Boobook,Ninox novaeseelandiae,31/03/2010,149.077,-35.2326,1,100,GDA94,ACT Wildlife Atlas,"(-35.2326, 149.077)"
2215,Southern Boobook,Ninox novaeseelandiae,2/10/2009,149.07,-35.2382,1,100,GDA94,ACT Wildlife Atlas,"(-35.2382, 149.07)"
2217,Black-faced Cuckoo-shrike,Coracina novaehollandiae,12/12/2009,149.065,-35.3548,1,100,GDA94,ACT Wildlife Atlas,"(-35.3548, 149.065)"
2218,Black-faced Cuckoo-shrike,Coracina novaehollandiae,7/12/2009,149.127,-35.2911,1,100,GDA94,ACT Wildlife Atlas,"(-35.2911, 149.127)"
2219,Black-faced Cuckoo-shrike,Coracina novaehollandiae,8/12/2009,149.158,-35.3521,1,100,GDA94,ACT Wildlife Atlas,"(-35.3521, 149.158)"
2220,Darter,Anhinga melanogaster,30/01/2010,149.12,-35.2925,1,100,GDA94,ACT Wildlife Atlas,"(-35.2925, 149.12)"
2221,Diamond Firetail,Stagonopleura guttata,2/04/2009,149.078,-35.3879,1,100,GDA94,ACT Wildlife Atlas,"(-35.3879, 149.078)"
2222,Brown Falcon,Falco berigora,22/09/2009,149.036,-35.5579,1,100,GDA94,ACT Wildlife Atlas,"(-35.5579, 149.036)"
2223,Figbird,Sphecotheres viridis,14/10/2009,149.111,-35.4682,1,100,GDA94,ACT Wildlife Atlas,"(-35.4682, 149.111)"
2474,Masked Lapwing,Vanellus miles,11/11/2010,149.175,-35.2161,2,100,GDA94,ACT Wildlife Atlas,"(-35.2161, 149.175)"
2475,Crimson Rosella,Platycercus elegans,11/11/2010,149.167,-35.2086,5,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.167)"
2477,Red-rumped Parrot,Psephotus haematonotus,11/11/2010,149.167,-35.2086,5,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.167)"
2478,Willie Wagtail,Rhipidura leucophrys,11/11/2010,149.167,-35.2086,1,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.167)"
2479,Australasian Grebe,Tachybaptus novaehollandiae,11/11/2010,149.167,-35.2086,4,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.167)"
2480,Crimson Rosella,Platycercus elegans,11/11/2010,149.176,-35.2086,5,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.176)"
2481,Eastern Rosella,Platycercus eximius,11/11/2010,149.176,-35.2086,5,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.176)"
2482,Red-rumped Parrot,Psephotus haematonotus,11/11/2010,149.176,-35.2086,3,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.176)"
2174,Common Eastern Froglet,Crinia signifera,7/01/2011,149.151,-35.2112,1,10,GDA94,ACT Wildlife Atlas,"(-35.2112, 149.151)"
2176,Common Eastern Froglet,Crinia signifera,8/01/2011,149.162,-35.2125,1,10,GDA94,ACT Wildlife Atlas,"(-35.2125, 149.162)"
2177,Plains Froglet,Crinia parinsignifera,20/12/2010,149.162,-35.2125,1,10,GDA94,ACT Wildlife Atlas,"(-35.2125, 149.162)"
2178,Smooth Toadlet,Uperoleia laevigata,20/12/2010,149.162,-35.2125,1,10,GDA94,ACT Wildlife Atlas,"(-35.2125, 149.162)"
2179,Smooth Toadlet,Uperoleia laevigata,6/01/2011,149.168,-35.2164,1,10,GDA94,ACT Wildlife Atlas,"(-35.2164, 149.168)"
2180,Smooth Toadlet,Uperoleia laevigata,8/01/2011,149.168,-35.2164,1,10,GDA94,ACT Wildlife Atlas,"(-35.2164, 149.168)"
2181,Common Eastern Froglet,Crinia signifera,1/01/2011,149.167,-35.2192,1,10,GDA94,ACT Wildlife Atlas,"(-35.2192, 149.167)"
2182,Smooth Toadlet,Uperoleia laevigata,7/01/2011,149.167,-35.2192,1,10,GDA94,ACT Wildlife Atlas,"(-35.2192, 149.167)"
2183,Smooth Toadlet,Uperoleia laevigata,3/01/2011,149.168,-35.2139,1,10,GDA94,ACT Wildlife Atlas,"(-35.2139, 149.168)"
2184,Plains Froglet,Crinia parinsignifera,6/01/2011,149.166,-35.2211,2,10,GDA94,ACT Wildlife Atlas,"(-35.2211, 149.166)"
2225,Gang-gang Cockatoo,Callocephalon fimbriatum,20/02/2010,149.076,-35.3336,1,100,GDA94,ACT Wildlife Atlas,"(-35.3336, 149.076)"
2226,Gang-gang Cockatoo,Callocephalon fimbriatum,5/01/2010,149.073,-35.3401,1,100,GDA94,ACT Wildlife Atlas,"(-35.3401, 149.073)"
2227,Gang-gang Cockatoo,Callocephalon fimbriatum,14/11/2009,149.073,-35.3401,1,100,GDA94,ACT Wildlife Atlas,"(-35.3401, 149.073)"
2228,Gang-gang Cockatoo,Callocephalon fimbriatum,12/01/2010,149.122,-35.2381,1,100,GDA94,ACT Wildlife Atlas,"(-35.2381, 149.122)"
2229,Gang-gang Cockatoo,Callocephalon fimbriatum,6/06/2010,149.048,-35.346,1,100,GDA94,ACT Wildlife Atlas,"(-35.346, 149.048)"
2230,Gang-gang Cockatoo,Callocephalon fimbriatum,18/12/2009,149.158,-35.2409,1,100,GDA94,ACT Wildlife Atlas,"(-35.2409, 149.158)"
2231,Gang-gang Cockatoo,Callocephalon fimbriatum,29/01/2010,149.081,-35.3455,1,100,GDA94,ACT Wildlife Atlas,"(-35.3455, 149.081)"
2232,Gang-gang Cockatoo,Callocephalon fimbriatum,8/10/2009,149.081,-35.3455,1,100,GDA94,ACT Wildlife Atlas,"(-35.3455, 149.081)"
2233,Gang-gang Cockatoo,Callocephalon fimbriatum,2/02/2009,149.111,-35.3332,1,100,GDA94,ACT Wildlife Atlas,"(-35.3332, 149.111)"
2234,Gang-gang Cockatoo,Callocephalon fimbriatum,31/03/2010,149.059,-35.3512,1,100,GDA94,ACT Wildlife Atlas,"(-35.3512, 149.059)"
2235,Brown Goshawk,Accipiter fasciatus,15/10/2009,149.087,-35.3438,1,100,GDA94,ACT Wildlife Atlas,"(-35.3438, 149.087)"
2236,Australasian Grebe,Tachybaptus novaehollandiae,19/12/2009,149.144,-35.201,1,100,GDA94,ACT Wildlife Atlas,"(-35.201, 149.144)"
2483,Grey Fantail,Rhipidura albiscapa (fuliginosa),11/11/2010,149.176,-35.2086,2,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.176)"
2484,Willie Wagtail,Rhipidura leucophrys,11/11/2010,149.176,-35.2086,5,100,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.176)"
18010,Eastern Grey Kangaroo,Macropus giganteus,19/12/1991,149.109,-35.3267,1,100,GDA94,ACT Wildlife Atlas,"(-35.3267, 149.109)"
20952,Eastern Brown Snake,Pseudonaja textilis,18/03/1992,149.102,-36.1129,1,100,GDA94,ACT Wildlife Atlas,"(-36.1129, 149.102)"
17926,Common Brushtail Possum,Trichosurus vulpecula,27/08/1991,149.129,-35.2623,1,100,GDA94,ACT Wildlife Atlas,"(-35.2623, 149.129)"
16932,Platypus,Ornithorynchus anatinus,1/05/1991,148.977,-35.3488,1,200,GDA94,ACT Wildlife Atlas,"(-35.3488, 148.977)"
16007,Swamp Wallaby,Wallabia bicolor,18/05/1984,148.898,-35.5935,1,500,GDA94,ACT Wildlife Atlas,"(-35.5935, 148.898)"
1947,Spotted Grass Frog,Limnodynastes tasmaniensis,29/02/1992,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1948,Spotted Grass Frog,Limnodynastes tasmaniensis,1/04/1992,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1949,Spotted Grass Frog,Limnodynastes tasmaniensis,1/05/1992,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1950,Spotted Grass Frog,Limnodynastes tasmaniensis,25/05/1992,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1951,Spotted Grass Frog,Limnodynastes tasmaniensis,29/01/1992,149.125,-35.211,1,200,GDA94,ACT Wildlife Atlas,"(-35.211, 149.125)"
1952,Spotted Grass Frog,Limnodynastes tasmaniensis,1/04/1992,149.125,-35.211,1,200,GDA94,ACT Wildlife Atlas,"(-35.211, 149.125)"
1953,Spotted Grass Frog,Limnodynastes tasmaniensis,1/05/1992,149.125,-35.211,1,200,GDA94,ACT Wildlife Atlas,"(-35.211, 149.125)"
1955,Spotted Grass Frog,Limnodynastes tasmaniensis,11/10/1991,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
2237,Tawny Frogmouth,Podargus strigoides,25/06/2010,149.132,-35.2851,1,100,GDA94,ACT Wildlife Atlas,"(-35.2851, 149.132)"
2238,Tawny Frogmouth,Podargus strigoides,29/01/2010,149.135,-35.2778,1,100,GDA94,ACT Wildlife Atlas,"(-35.2778, 149.135)"
2239,Tawny Frogmouth,Podargus strigoides,6/06/2010,149.114,-35.2618,1,100,GDA94,ACT Wildlife Atlas,"(-35.2618, 149.114)"
2240,Tawny Frogmouth,Podargus strigoides,21/10/2009,149.068,-35.3818,1,100,GDA94,ACT Wildlife Atlas,"(-35.3818, 149.068)"
2241,Tawny Frogmouth,Podargus strigoides,1/01/2010,149.108,-35.1745,1,100,GDA94,ACT Wildlife Atlas,"(-35.1745, 149.108)"
2242,Tawny Frogmouth,Podargus strigoides,6/10/2009,149.116,-35.2507,1,100,GDA94,ACT Wildlife Atlas,"(-35.2507, 149.116)"
2244,Tawny Frogmouth,Podargus strigoides,20/10/2009,149.113,-35.3795,1,100,GDA94,ACT Wildlife Atlas,"(-35.3795, 149.113)"
2246,Tawny Frogmouth,Podargus strigoides,24/11/2009,149.091,-35.3052,1,100,GDA94,ACT Wildlife Atlas,"(-35.3052, 149.091)"
2247,Tawny Frogmouth,Podargus strigoides,17/06/2009,149.13,-35.177,1,100,GDA94,ACT Wildlife Atlas,"(-35.177, 149.13)"
2248,Tawny Frogmouth,Podargus strigoides,15/10/2009,149.149,-35.2873,1,100,GDA94,ACT Wildlife Atlas,"(-35.2873, 149.149)"
2249,Tree Martin,Hirundo nigricans,17/02/2010,149.152,-35.3277,1,100,GDA94,ACT Wildlife Atlas,"(-35.3277, 149.152)"
2250,White-faced Heron,Egretta novaehollandiae,8/11/2009,149.062,-35.3605,1,100,GDA94,ACT Wildlife Atlas,"(-35.3605, 149.062)"
19109,Striped Skink,Ctenotus robustus,28/03/1988,149.055,-35.4196,1,200,GDA94,ACT Wildlife Atlas,"(-35.4196, 149.055)"
17803,Common Brushtail Possum,Trichosurus vulpecula,6/03/1992,149.069,-35.3914,1,100,GDA94,ACT Wildlife Atlas,"(-35.3914, 149.069)"
17845,Common Brushtail Possum,Trichosurus vulpecula,27/03/1992,149.104,-35.3331,1,100,GDA94,ACT Wildlife Atlas,"(-35.3331, 149.104)"
17884,Eastern Grey Kangaroo,Macropus giganteus,3/07/1991,149.08,-35.2776,1,100,GDA94,ACT Wildlife Atlas,"(-35.2776, 149.08)"
17908,Common Brushtail Possum,Trichosurus vulpecula,13/12/1991,149.122,-35.3202,1,100,GDA94,ACT Wildlife Atlas,"(-35.3202, 149.122)"
18127,Fox,Vulpes vulpes,18/05/1993,149.064,-35.3374,1,100,GDA94,ACT Wildlife Atlas,"(-35.3374, 149.064)"
18276,Agile Antechinus,Antechinus agilis,24/03/2010,148.775,-35.5326,1,10,GDA94,ACT Wildlife Atlas,"(-35.5326, 148.775)"
18500,Agile Antechinus,Antechinus agilis,28/02/2008,148.791,-35.4114,1,10,GDA94,ACT Wildlife Atlas,"(-35.4114, 148.791)"
20912,Common Blue Tongue,Tiliqua scincoides,11/12/1991,149.111,-35.3041,1,100,GDA94,ACT Wildlife Atlas,"(-35.3041, 149.111)"
1956,Spotted Grass Frog,Limnodynastes tasmaniensis,12/11/1991,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1957,Spotted Grass Frog,Limnodynastes tasmaniensis,21/12/1991,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
1958,Spotted Grass Frog,Limnodynastes tasmaniensis,21/12/1991,149.125,-35.211,1,200,GDA94,ACT Wildlife Atlas,"(-35.211, 149.125)"
1959,Spotted Grass Frog,Limnodynastes tasmaniensis,23/12/1991,149.138,-35.163,1,200,GDA94,ACT Wildlife Atlas,"(-35.163, 149.138)"
1960,Spotted Grass Frog,Limnodynastes tasmaniensis,28/02/1992,149.13,-35.2001,1,200,GDA94,ACT Wildlife Atlas,"(-35.2001, 149.13)"
1961,Spotted Grass Frog,Limnodynastes tasmaniensis,1/04/1992,149.13,-35.2001,1,200,GDA94,ACT Wildlife Atlas,"(-35.2001, 149.13)"
1962,Spotted Grass Frog,Limnodynastes tasmaniensis,1/05/1992,149.13,-35.2001,1,200,GDA94,ACT Wildlife Atlas,"(-35.2001, 149.13)"
1964,Spotted Grass Frog,Limnodynastes tasmaniensis,13/12/1991,149.119,-35.1823,1,200,GDA94,ACT Wildlife Atlas,"(-35.1823, 149.119)"
2251,Brown Falcon,Falco berigora,27/11/2009,149.028,-35.3932,1,100,GDA94,ACT Wildlife Atlas,"(-35.3932, 149.028)"
2252,Noisy Friarbird,Philemon corniculatus,11/10/2009,149.024,-35.2217,1,100,GDA94,ACT Wildlife Atlas,"(-35.2217, 149.024)"
2253,Red-browed Finch,Neochmia temporalis,17/03/2010,149.037,-35.3312,1,100,GDA94,ACT Wildlife Atlas,"(-35.3312, 149.037)"
2255,Satin Bowerbird,Ptilonorhynchus violaceus,15/11/2009,149.057,-35.3313,1,100,GDA94,ACT Wildlife Atlas,"(-35.3313, 149.057)"
2256,Satin Bowerbird,Ptilonorhynchus violaceus,16/03/2010,149.06,-35.4016,1,100,GDA94,ACT Wildlife Atlas,"(-35.4016, 149.06)"
2257,Shining Bronze-Cuckoo,Chrysococcyx lucidus,12/10/2009,149.131,-35.31,1,100,GDA94,ACT Wildlife Atlas,"(-35.31, 149.131)"
2258,Shining Bronze-Cuckoo,Chrysococcyx lucidus,20/01/2010,149.112,-35.4086,1,100,GDA94,ACT Wildlife Atlas,"(-35.4086, 149.112)"
2259,White-throated Nightjar,Eurostopodus mystacalis,11/08/2010,149.068,-35.4202,1,100,GDA94,ACT Wildlife Atlas,"(-35.4202, 149.068)"
2260,Tawny Frogmouth,Podargus strigoides,15/01/2010,149.006,-35.2252,1,100,GDA94,ACT Wildlife Atlas,"(-35.2252, 149.006)"
2261,Common Bronzewing,Phaps chalcoptera,6/04/1992,149.178,-35.3345,1,100,GDA94,ACT Wildlife Atlas,"(-35.3345, 149.178)"
2262,White-winged Chough,Corcorax melanorhamphos,10/12/2009,149.141,-35.2501,1,100,GDA94,ACT Wildlife Atlas,"(-35.2501, 149.141)"
2053,Common Eastern Froglet,Crinia signifera,6/03/1992,149.166,-35.3699,1,200,GDA94,ACT Wildlife Atlas,"(-35.3699, 149.166)"
2054,Common Eastern Froglet,Crinia signifera,30/09/1991,149.12,-35.2165,1,200,GDA94,ACT Wildlife Atlas,"(-35.2165, 149.12)"
2055,Common Eastern Froglet,Crinia signifera,25/05/1992,149.121,-35.2165,1,200,GDA94,ACT Wildlife Atlas,"(-35.2165, 149.121)"
2057,Common Eastern Froglet,Crinia signifera,23/12/1991,149.014,-35.1886,1,200,GDA94,ACT Wildlife Atlas,"(-35.1886, 149.014)"
2058,Common Eastern Froglet,Crinia signifera,23/12/1991,149.017,-35.1895,1,200,GDA94,ACT Wildlife Atlas,"(-35.1895, 149.017)"
2059,Smooth Toadlet,Uperoleia laevigata,16/12/1991,149.157,-35.151,1,200,GDA94,ACT Wildlife Atlas,"(-35.151, 149.157)"
2060,Smooth Toadlet,Uperoleia laevigata,16/12/1991,149.161,-35.1509,1,200,GDA94,ACT Wildlife Atlas,"(-35.1509, 149.161)"
2061,Smooth Toadlet,Uperoleia laevigata,16/12/1991,149.168,-35.1643,1,200,GDA94,ACT Wildlife Atlas,"(-35.1643, 149.168)"
1965,Spotted Grass Frog,Limnodynastes tasmaniensis,13/12/1991,149.12,-35.1823,1,200,GDA94,ACT Wildlife Atlas,"(-35.1823, 149.12)"
1966,Spotted Grass Frog,Limnodynastes tasmaniensis,18/12/1991,149.101,-35.197,1,200,GDA94,ACT Wildlife Atlas,"(-35.197, 149.101)"
1967,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1991,149.161,-35.1509,1,200,GDA94,ACT Wildlife Atlas,"(-35.1509, 149.161)"
1968,Spotted Grass Frog,Limnodynastes tasmaniensis,17/12/1991,149.147,-35.1755,1,200,GDA94,ACT Wildlife Atlas,"(-35.1755, 149.147)"
1969,Spotted Grass Frog,Limnodynastes tasmaniensis,18/12/1991,149.111,-35.1743,1,200,GDA94,ACT Wildlife Atlas,"(-35.1743, 149.111)"
1970,Spotted Grass Frog,Limnodynastes tasmaniensis,23/12/1991,149.195,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.195)"
1971,Spotted Grass Frog,Limnodynastes tasmaniensis,8/03/1992,149.195,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.195)"
1972,Spotted Grass Frog,Limnodynastes tasmaniensis,9/04/1992,149.195,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.195)"
2266,Regent Honeyeater,Xanthomyza phrygia,1/12/1995,149.167,-35.228,2,100,GDA94,ACT Wildlife Atlas,"(-35.228, 149.167)"
2267,Regent Honeyeater,Xanthomyza phrygia,1/12/1995,149.168,-35.2286,2,100,GDA94,ACT Wildlife Atlas,"(-35.2286, 149.168)"
2268,Regent Honeyeater,Xanthomyza phrygia,1/12/1995,149.167,-35.2295,2,100,GDA94,ACT Wildlife Atlas,"(-35.2295, 149.167)"
2269,Regent Honeyeater,Xanthomyza phrygia,1/12/1995,149.168,-35.2292,2,100,GDA94,ACT Wildlife Atlas,"(-35.2292, 149.168)"
2456,Crimson Rosella,Platycercus elegans,11/11/2010,149.166,-35.2204,5,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2457,Eastern Rosella,Platycercus eximius,11/11/2010,149.166,-35.2204,5,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2458,Red-rumped Parrot,Psephotus haematonotus,11/11/2010,149.166,-35.2204,2,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2459,Willie Wagtail,Rhipidura leucophrys,11/11/2010,149.166,-35.2204,3,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2460,Pied Currawong,Strepera graculina,11/11/2010,149.166,-35.2204,1,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2461,Australian White Ibis,Threskiornis molucca,11/11/2010,149.166,-35.2204,3,100,GDA94,ACT Wildlife Atlas,"(-35.2204, 149.166)"
2462,Crimson Rosella,Platycercus elegans,11/11/2010,149.166,-35.2148,5,100,GDA94,ACT Wildlife Atlas,"(-35.2148, 149.166)"
2463,Eastern Rosella,Platycercus eximius,11/11/2010,149.166,-35.2148,5,100,GDA94,ACT Wildlife Atlas,"(-35.2148, 149.166)"
2062,Smooth Toadlet,Uperoleia laevigata,17/12/1991,149.147,-35.1755,1,200,GDA94,ACT Wildlife Atlas,"(-35.1755, 149.147)"
2063,Smooth Toadlet,Uperoleia laevigata,8/03/1992,149.195,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.195)"
2064,Smooth Toadlet,Uperoleia laevigata,8/03/1992,149.197,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.197)"
2065,Smooth Toadlet,Uperoleia laevigata,9/03/1992,149.168,-35.378,1,200,GDA94,ACT Wildlife Atlas,"(-35.378, 149.168)"
2066,Verreaux's Tree Frog,Litoria verreauxii,11/10/1991,149.127,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.127)"
2068,Brown-striped Frog,Limnodynastes peronii,19/11/1996,149.136,-35.2316,1,200,GDA94,ACT Wildlife Atlas,"(-35.2316, 149.136)"
2069,Brown-striped Frog,Limnodynastes peronii,19/11/1996,149.132,-35.2317,1,200,GDA94,ACT Wildlife Atlas,"(-35.2317, 149.132)"
2070,Spotted Grass Frog,Limnodynastes tasmaniensis,19/11/1996,149.136,-35.2316,1,200,GDA94,ACT Wildlife Atlas,"(-35.2316, 149.136)"
1973,Spotted Grass Frog,Limnodynastes tasmaniensis,26/05/1992,149.195,-35.2819,1,200,GDA94,ACT Wildlife Atlas,"(-35.2819, 149.195)"
