MAKE_DESC,MODEL,GAR_SUB,COUNT,RPT_DATE
SUBARU,FORESTER,EVATT,72,24/05/2017
SUBARU,IMPREZA,KALEEN,72,24/05/2017
SUBARU,OUTBACK,WATSON,72,24/05/2017
TOYOTA,CAMRY,FLYNN,72,24/05/2017
TOYOTA,PRADO,KAMBAH,72,24/05/2017
TOYOTA,RAV4,KAMBAH,72,24/05/2017
VOLKSWAGEN,GOLF,CHAPMAN,72,24/05/2017
VOLKSWAGEN,GOLF,EVATT,72,24/05/2017
FORD,FALCON,CHIFLEY,71,24/05/2017
FORD,FALCON,GRIFFITH,71,24/05/2017
FORD,FALCON,O'CONNOR,71,24/05/2017
HOLDEN,BARINA,GORDON,71,24/05/2017
HYUNDAI,I30,HOLT,71,24/05/2017
MAZDA,3,HOLDER,71,24/05/2017
TOYOTA,CAMRY,GIRALANG,71,24/05/2017
TOYOTA,CAMRY,ISAACS,71,24/05/2017
TOYOTA,COROLLA,FISHER,71,24/05/2017
TOYOTA,COROLLA,PEARCE,71,24/05/2017
TOYOTA,COROLLA,RED HILL,71,24/05/2017
TOYOTA,HILUX,FLYNN,71,24/05/2017
HOLDEN,CAPTIVA,BONNER,70,24/05/2017
HOLDEN,COMMODORE,AINSLIE,70,24/05/2017
HOLDEN,COMMODORE,WARAMANGA,70,24/05/2017
MAZDA,2,GORDON,70,24/05/2017
MITSUBISHI,LANCER,BANKS,70,24/05/2017
MITSUBISHI,LANCER,NICHOLLS,70,24/05/2017
MITSUBISHI,LANCER,PALMERSTON,70,24/05/2017
MITSUBISHI,TRITON,WANNIASSA,70,24/05/2017
TOYOTA,CAMRY,DICKSON,70,24/05/2017
TOYOTA,CAMRY,MCKELLAR,70,24/05/2017
TOYOTA,CAMRY,RICHARDSON,70,24/05/2017
TOYOTA,HILUX,HOLT,70,24/05/2017
TOYOTA,HILUX,THEODORE,70,24/05/2017
FORD,FALCON,CHAPMAN,69,24/05/2017
FORD,FALCON,LYONS,69,24/05/2017
FORD,FOCUS,NICHOLLS,69,24/05/2017
FORD,TERRITORY,DUNLOP,69,24/05/2017
HONDA,ACCORD,BELCONNEN,69,24/05/2017
MAZDA,2,BELCONNEN,69,24/05/2017
MITSUBISHI,LANCER,RICHARDSON,69,24/05/2017
MITSUBISHI,TRITON,CHISHOLM,69,24/05/2017
SUBARU,FORESTER,CALWELL,69,24/05/2017
SUBARU,FORESTER,PALMERSTON,69,24/05/2017
SUBARU,IMPREZA,KINGSTON,69,24/05/2017
SUBARU,IMPREZA,WATSON,69,24/05/2017
TOYOTA,CAMRY,BONYTHON,69,24/05/2017
TOYOTA,COROLLA,CITY,69,24/05/2017
TOYOTA,LANDCRUISER,FYSHWICK,69,24/05/2017
VOLKSWAGEN,GOLF,DUFFY,69,24/05/2017
VOLKSWAGEN,GOLF,HAWKER,69,24/05/2017
VOLKSWAGEN,GOLF,ISAACS,69,24/05/2017
FORD,FALCON,MACQUARIE,68,24/05/2017
FORD,FIESTA,KAMBAH,68,24/05/2017
HOLDEN,ASTRA,GORDON,68,24/05/2017
HOLDEN,ASTRA,WATSON,68,24/05/2017
HOLDEN,BARINA,NGUNNAWAL,68,24/05/2017
HONDA,CIVIC,BONNER,68,24/05/2017
HYUNDAI,I30,FRANKLIN,68,24/05/2017
SUBARU,FORESTER,COOK,68,24/05/2017
TOYOTA,COROLLA,CHARNWOOD,68,24/05/2017
TOYOTA,COROLLA,GREENWAY,68,24/05/2017
FORD,FALCON,MAWSON,67,24/05/2017
FORD,FOCUS,BELCONNEN,67,24/05/2017
HOLDEN,COMMODORE,MITCHELL,67,24/05/2017
HONDA,CIVIC,GUNGAHLIN,67,24/05/2017
HONDA,CIVIC,KALEEN,67,24/05/2017
HYUNDAI,GETZ,NGUNNAWAL,67,24/05/2017
MAZDA,3,ARANDA,67,24/05/2017
MAZDA,6,GORDON,67,24/05/2017
MITSUBISHI,LANCER,AMAROO,67,24/05/2017
MITSUBISHI,LANCER,FLOREY,67,24/05/2017
NISSAN,NAVARA,GORDON,67,24/05/2017
SUBARU,FORESTER,GRIFFITH,67,24/05/2017
SUBARU,FORESTER,NICHOLLS,67,24/05/2017
SUZUKI,SWIFT,GORDON,67,24/05/2017
TOYOTA,CAMRY,HACKETT,67,24/05/2017
TOYOTA,CAMRY,MAWSON,67,24/05/2017
TOYOTA,CAMRY,PAGE,67,24/05/2017
TOYOTA,KLUGER,KAMBAH,67,24/05/2017
TOYOTA,YARIS,PHILLIP,67,24/05/2017
VOLKSWAGEN,GOLF,FORDE,67,24/05/2017
VOLKSWAGEN,GOLF,MAWSON,67,24/05/2017
VOLKSWAGEN,GOLF,PALMERSTON,67,24/05/2017
FORD,FALCON,BRADDON,66,24/05/2017
FORD,FOCUS,WATSON,66,24/05/2017
HOLDEN,COMMODORE,BRADDON,66,24/05/2017
HOLDEN,COMMODORE,KINGSTON,66,24/05/2017
HONDA,CIVIC,FLOREY,66,24/05/2017
HONDA,CR-V,HARRISON,66,24/05/2017
MAZDA,2,DUNLOP,66,24/05/2017
MAZDA,3,GARRAN,66,24/05/2017
MAZDA,3,LYONS,66,24/05/2017
MAZDA,3,PAGE,66,24/05/2017
MAZDA,3,YARRALUMLA,66,24/05/2017
MITSUBISHI,LANCER,CASEY,66,24/05/2017
NISSAN,NAVARA,FYSHWICK,66,24/05/2017
NISSAN,PULSAR,DUNLOP,66,24/05/2017
TOYOTA,COROLLA,ISAACS,66,24/05/2017
TOYOTA,HILUX,LATHAM,66,24/05/2017
TOYOTA,HILUX,LYNEHAM,66,24/05/2017
TOYOTA,LANDCRUISER,WANNIASSA,66,24/05/2017
VOLKSWAGEN,GOLF,CRACE,66,24/05/2017
VOLKSWAGEN,GOLF,MACGREGOR,66,24/05/2017
FORD,FALCON,FADDEN,65,24/05/2017
FORD,FOCUS,MACGREGOR,65,24/05/2017
HOLDEN,COMMODORE,LYONS,65,24/05/2017
HONDA,ACCORD,BRUCE,65,24/05/2017
HONDA,ACCORD,KALEEN,65,24/05/2017
HONDA,CR-V,FRANKLIN,65,24/05/2017
HYUNDAI,I30,PALMERSTON,65,24/05/2017
MAZDA,2,KINGSTON,65,24/05/2017
MAZDA,3,DUFFY,65,24/05/2017
MAZDA,3,SCULLIN,65,24/05/2017
SUBARU,IMPREZA,MACGREGOR,65,24/05/2017
SUBARU,IMPREZA,O'CONNOR,65,24/05/2017
SUBARU,OUTBACK,WANNIASSA,65,24/05/2017
TOYOTA,COROLLA,GILMORE,65,24/05/2017
TOYOTA,HILUX,GIRALANG,65,24/05/2017
TOYOTA,HILUX,PALMERSTON,65,24/05/2017
FORD,FOCUS,CALWELL,64,24/05/2017
FORD,FOCUS,PALMERSTON,64,24/05/2017
HOLDEN,ASTRA,DUNLOP,64,24/05/2017
HOLDEN,COMMODORE,PEARCE,64,24/05/2017
HOLDEN,CRUZE,BELCONNEN,64,24/05/2017
HONDA,CIVIC,WANNIASSA,64,24/05/2017
HYUNDAI,ACCENT,BELCONNEN,64,24/05/2017
MAZDA,2,WANNIASSA,64,24/05/2017
MAZDA,3,HACKETT,64,24/05/2017
MAZDA,3,HUGHES,64,24/05/2017
NISSAN,PULSAR,MACGREGOR,64,24/05/2017
SUBARU,FORESTER,HUGHES,64,24/05/2017
TOYOTA,CAMRY,WEETANGERA,64,24/05/2017
TOYOTA,COROLLA,FADDEN,64,24/05/2017
TOYOTA,HILUX,WATSON,64,24/05/2017
TOYOTA,LANDCRUISER,CALWELL,64,24/05/2017
VOLKSWAGEN,GOLF,AMAROO,64,24/05/2017
FORD,FOCUS,CONDER,63,24/05/2017
FORD,FOCUS,FRANKLIN,63,24/05/2017
HOLDEN,ASTRA,EVATT,63,24/05/2017
HOLDEN,COMMODORE,STIRLING,63,24/05/2017
HONDA,ACCORD,WANNIASSA,63,24/05/2017
HONDA,CIVIC,GORDON,63,24/05/2017
HONDA,CR-V,BONNER,63,24/05/2017
HONDA,JAZZ,NGUNNAWAL,63,24/05/2017
MAZDA,2,BRUCE,63,24/05/2017
MAZDA,3,CHARNWOOD,63,24/05/2017
MAZDA,3,CHIFLEY,63,24/05/2017
MAZDA,3,WARAMANGA,63,24/05/2017
MAZDA,6,HARRISON,63,24/05/2017
MITSUBISHI,OUTLANDER,KAMBAH,63,24/05/2017
MITSUBISHI,TRITON,MITCHELL,63,24/05/2017
NISSAN,PULSAR,CHISHOLM,63,24/05/2017
SUBARU,FORESTER,DOWNER,63,24/05/2017
SUBARU,FORESTER,GORDON,63,24/05/2017
SUBARU,FORESTER,HARRISON,63,24/05/2017
SUBARU,LIBERTY,WANNIASSA,63,24/05/2017
TOYOTA,CAMRY,CAMPBELL,63,24/05/2017
TOYOTA,CAMRY,GRIFFITH,63,24/05/2017
TOYOTA,CAMRY,HOLDER,63,24/05/2017
TOYOTA,HILUX,AINSLIE,63,24/05/2017
TOYOTA,HILUX,AMAROO,63,24/05/2017
TOYOTA,YARIS,MACGREGOR,63,24/05/2017
FORD,FALCON,CRACE,62,24/05/2017
FORD,FOCUS,BONNER,62,24/05/2017
HOLDEN,COLORADO,KAMBAH,62,24/05/2017
HOLDEN,COMMODORE,YARRALUMLA,62,24/05/2017
HONDA,ACCORD,MONASH,62,24/05/2017
HYUNDAI,I30,MACGREGOR,62,24/05/2017
MAN,18320,GREENWAY,62,24/05/2017
MITSUBISHI,LANCER,EVATT,62,24/05/2017
MITSUBISHI,LANCER,WATSON,62,24/05/2017
SUBARU,FORESTER,CASEY,62,24/05/2017
SUBARU,FORESTER,KINGSTON,62,24/05/2017
SUBARU,IMPREZA,AMAROO,62,24/05/2017
SUBARU,IMPREZA,BANKS,62,24/05/2017
SUBARU,IMPREZA,NICHOLLS,62,24/05/2017
SUBARU,OUTBACK,KALEEN,62,24/05/2017
SUBARU,OUTBACK,O'CONNOR,62,24/05/2017
TOYOTA,COROLLA,CHIFLEY,62,24/05/2017
TOYOTA,COROLLA,WARAMANGA,62,24/05/2017
TOYOTA,COROLLA,WEETANGERA,62,24/05/2017
TOYOTA,HILUX,NARRABUNDAH,62,24/05/2017
TOYOTA,LANDCRUISER,KALEEN,62,24/05/2017
VOLKSWAGEN,GOLF,HUGHES,62,24/05/2017
VOLKSWAGEN,GOLF,WESTON,62,24/05/2017
FORD,FALCON,CAMPBELL,61,24/05/2017
FORD,RANGER,MITCHELL,61,24/05/2017
HOLDEN,COMMODORE,CHIFLEY,61,24/05/2017
HOLDEN,COMMODORE,HACKETT,61,24/05/2017
HONDA,CR-V,NICHOLLS,61,24/05/2017
HYUNDAI,I30,CALWELL,61,24/05/2017
HYUNDAI,I30,GUNGAHLIN,61,24/05/2017
MAZDA,CX-5,NGUNNAWAL,61,24/05/2017
NISSAN,NAVARA,CALWELL,61,24/05/2017
NISSAN,PULSAR,EVATT,61,24/05/2017
NISSAN,X-TRAIL,BONNER,61,24/05/2017
SUBARU,LIBERTY,NGUNNAWAL,61,24/05/2017
TOYOTA,CAMRY,CHARNWOOD,61,24/05/2017
TOYOTA,CAMRY,THEODORE,61,24/05/2017
TOYOTA,CAMRY,WARAMANGA,61,24/05/2017
TOYOTA,COROLLA,ARANDA,61,24/05/2017
TOYOTA,COROLLA,WRIGHT,61,24/05/2017
TOYOTA,HILUX,BELCONNEN,61,24/05/2017
TOYOTA,HILUX,CASEY,61,24/05/2017
TOYOTA,LANDCRUISER,CHISHOLM,61,24/05/2017
TOYOTA,RAV4,KALEEN,61,24/05/2017
FORD,FALCON,YARRALUMLA,60,24/05/2017
FORD,FOCUS,AMAROO,60,24/05/2017
FORD,FOCUS,KALEEN,60,24/05/2017
FORD,LASER,KAMBAH,60,24/05/2017
HOLDEN,ASTRA,BELCONNEN,60,24/05/2017
HOLDEN,COMMODORE,MACARTHUR,60,24/05/2017
HOLDEN,CRUZE,MACGREGOR,60,24/05/2017
HONDA,ACCORD,DUNLOP,60,24/05/2017
HONDA,ACCORD,FRANKLIN,60,24/05/2017
HONDA,CIVIC,CONDER,60,24/05/2017
HYUNDAI,I30,NARRABUNDAH,60,24/05/2017
MAZDA,3,COOK,60,24/05/2017
MAZDA,3,FRASER,60,24/05/2017
MAZDA,CX-5,HARRISON,60,24/05/2017
MITSUBISHI,TRITON,THEODORE,60,24/05/2017
SUBARU,FORESTER,DUNLOP,60,24/05/2017
SUBARU,FORESTER,GUNGAHLIN,60,24/05/2017
SUBARU,FORESTER,MONASH,60,24/05/2017
TOYOTA,CAMRY,DEAKIN,60,24/05/2017
TOYOTA,CAMRY,FORDE,60,24/05/2017
TOYOTA,CAMRY,WESTON,60,24/05/2017
TOYOTA,YARIS,BRUCE,60,24/05/2017
TOYOTA,YARIS,GUNGAHLIN,60,24/05/2017
FORD,FALCON,MITCHELL,59,24/05/2017
FORD,FALCON,PEARCE,59,24/05/2017
FORD,FALCON,TORRENS,59,24/05/2017
FORD,TERRITORY,GORDON,59,24/05/2017
HOLDEN,ASTRA,BRUCE,59,24/05/2017
HOLDEN,ASTRA,WANNIASSA,59,24/05/2017
HOLDEN,BARINA,CALWELL,59,24/05/2017
HOLDEN,CAPTIVA,NGUNNAWAL,59,24/05/2017
HOLDEN,CRUZE,BONNER,59,24/05/2017
HONDA,CIVIC,MONASH,59,24/05/2017
HONDA,JAZZ,BELCONNEN,59,24/05/2017
HYUNDAI,I30,BONNER,59,24/05/2017
HYUNDAI,I30,LYNEHAM,59,24/05/2017
IVECO,ACCO,HUME,59,24/05/2017
MAZDA,3,DICKSON,59,24/05/2017
MITSUBISHI,LANCER,LYNEHAM,59,24/05/2017
MITSUBISHI,TRITON,EVATT,59,24/05/2017
SUBARU,FORESTER,WESTON,59,24/05/2017
SUBARU,IMPREZA,CONDER,59,24/05/2017
SUBARU,IMPREZA,HARRISON,59,24/05/2017
TOYOTA,CAMRY,FADDEN,59,24/05/2017
TOYOTA,COROLLA,COOMBS,59,24/05/2017
TOYOTA,KLUGER,NGUNNAWAL,59,24/05/2017
FORD,FALCON,PAGE,58,24/05/2017
HOLDEN,COMMODORE,TORRENS,58,24/05/2017
HONDA,CIVIC,DUNLOP,58,24/05/2017
MITSUBISHI,LANCER,NARRABUNDAH,58,24/05/2017
MITSUBISHI,MAGNA,WANNIASSA,58,24/05/2017
NISSAN,PULSAR,AMAROO,58,24/05/2017
NISSAN,PULSAR,WATSON,58,24/05/2017
SUBARU,FORESTER,BELCONNEN,58,24/05/2017
SUBARU,FORESTER,HOLDER,58,24/05/2017
SUBARU,IMPREZA,CURTIN,58,24/05/2017
TOYOTA,CAMRY,FISHER,58,24/05/2017
TOYOTA,COROLLA,SPENCE,58,24/05/2017
TOYOTA,HILUX,ACTON,58,24/05/2017
TOYOTA,HILUX,DOWNER,58,24/05/2017
TOYOTA,HILUX,RICHARDSON,58,24/05/2017
TOYOTA,YARIS,BONNER,58,24/05/2017
TOYOTA,YARIS,FRANKLIN,58,24/05/2017
FORD,FALCON,FORDE,57,24/05/2017
HOLDEN,ASTRA,NICHOLLS,57,24/05/2017
HOLDEN,BARINA,WANNIASSA,57,24/05/2017
HOLDEN,CALAIS,PARKES,57,24/05/2017
HOLDEN,CRUZE,WANNIASSA,57,24/05/2017
HONDA,CIVIC,NARRABUNDAH,57,24/05/2017
HONDA,CIVIC,PHILLIP,57,24/05/2017
HONDA,JAZZ,WANNIASSA,57,24/05/2017
HYUNDAI,I30,CHISHOLM,57,24/05/2017
HYUNDAI,I30,CONDER,57,24/05/2017
ISUZU,D-MAX,FYSHWICK,57,24/05/2017
MAZDA,2,MONASH,57,24/05/2017
MAZDA,3,MACQUARIE,57,24/05/2017
MITSUBISHI,LANCER,FRANKLIN,57,24/05/2017
MITSUBISHI,MIRAGE,KAMBAH,57,24/05/2017
NISSAN,NAVARA,CHISHOLM,57,24/05/2017
SUBARU,FORESTER,ARANDA,57,24/05/2017
TOYOTA,AURION,GORDON,57,24/05/2017
TOYOTA,CAMRY,CHAPMAN,57,24/05/2017
TOYOTA,CAMRY,MACQUARIE,57,24/05/2017
TOYOTA,CAMRY,O'MALLEY,57,24/05/2017
TOYOTA,CAMRY,TORRENS,57,24/05/2017
TOYOTA,HILUX,BONNER,57,24/05/2017
TOYOTA,HILUX,GREENWAY,57,24/05/2017
TOYOTA,KLUGER,BONNER,57,24/05/2017
TOYOTA,RAV4,NGUNNAWAL,57,24/05/2017
TOYOTA,YARIS,NARRABUNDAH,57,24/05/2017
VOLKSWAGEN,GOLF,COOK,57,24/05/2017
VOLKSWAGEN,GOLF,FORREST,57,24/05/2017
FORD,FALCON,ISAACS,56,24/05/2017
FORD,FALCON,OXLEY,56,24/05/2017
HOLDEN,COMMODORE,DICKSON,56,24/05/2017
HOLDEN,COMMODORE,GARRAN,56,24/05/2017
HOLDEN,CRUZE,CONDER,56,24/05/2017
HOLDEN,CRUZE,FYSHWICK,56,24/05/2017
HOLDEN,CRUZE,GUNGAHLIN,56,24/05/2017
HONDA,CIVIC,CURTIN,56,24/05/2017
HONDA,CIVIC,LYNEHAM,56,24/05/2017
HYUNDAI,I30,AINSLIE,56,24/05/2017
HYUNDAI,I30,PHILLIP,56,24/05/2017
MAZDA,2,CALWELL,56,24/05/2017
MAZDA,2,KALEEN,56,24/05/2017
MAZDA,CX-5,NICHOLLS,56,24/05/2017
MITSUBISHI,LANCER,GOWRIE,56,24/05/2017
MITSUBISHI,LANCER,HOLT,56,24/05/2017
MITSUBISHI,TRITON,KALEEN,56,24/05/2017
NISSAN,PULSAR,MONASH,56,24/05/2017
NISSAN,X-TRAIL,WANNIASSA,56,24/05/2017
SUBARU,FORESTER,AMAROO,56,24/05/2017
SUBARU,FORESTER,BRUCE,56,24/05/2017
SUBARU,IMPREZA,LYNEHAM,56,24/05/2017
SUZUKI,SWIFT,NGUNNAWAL,56,24/05/2017
TOYOTA,CAMRY,COOK,56,24/05/2017
TOYOTA,HILUX,WESTON,56,24/05/2017
VOLKSWAGEN,GOLF,CALWELL,56,24/05/2017
FORD,FOCUS,CURTIN,55,24/05/2017
HOLDEN,ASTRA,KALEEN,55,24/05/2017
HOLDEN,ASTRA,MACGREGOR,55,24/05/2017
HOLDEN,COMMODORE,DEAKIN,55,24/05/2017
HOLDEN,CRUZE,BRUCE,55,24/05/2017
HONDA,CIVIC,MACGREGOR,55,24/05/2017
HONDA,JAZZ,NICHOLLS,55,24/05/2017
HYUNDAI,GETZ,GORDON,55,24/05/2017
HYUNDAI,GETZ,WANNIASSA,55,24/05/2017
HYUNDAI,I30,KINGSTON,55,24/05/2017
MAZDA,2,PALMERSTON,55,24/05/2017
MAZDA,6,PALMERSTON,55,24/05/2017
MAZDA,CX-5,CASEY,55,24/05/2017
MAZDA,CX-5,DUNLOP,55,24/05/2017
MITSUBISHI,MAGNA,KALEEN,55,24/05/2017
MITSUBISHI,MAGNA,NGUNNAWAL,55,24/05/2017
MITSUBISHI,TRITON,BANKS,55,24/05/2017
MITSUBISHI,TRITON,MACGREGOR,55,24/05/2017
MITSUBISHI,TRITON,NICHOLLS,55,24/05/2017
NISSAN,PULSAR,BONNER,55,24/05/2017
SUBARU,FORESTER,TURNER,55,24/05/2017
SUBARU,IMPREZA,BRADDON,55,24/05/2017
SUBARU,IMPREZA,GRIFFITH,55,24/05/2017
TOYOTA,CAMRY,DUFFY,55,24/05/2017
VOLKSWAGEN,GOLF,BONNER,55,24/05/2017
VOLKSWAGEN,GOLF,HACKETT,55,24/05/2017
VOLKSWAGEN,POLO,KAMBAH,55,24/05/2017
FORD,FALCON,COOK,54,24/05/2017
FORD,FALCON,WEETANGERA,54,24/05/2017
FORD,RANGER,NGUNNAWAL,54,24/05/2017
FORD,TERRITORY,FYSHWICK,54,24/05/2017
HOLDEN,COMMODORE,ARANDA,54,24/05/2017
HOLDEN,CRUZE,HARRISON,54,24/05/2017
HONDA,ACCORD,FLOREY,54,24/05/2017
HONDA,ACCORD,PALMERSTON,54,24/05/2017
HONDA,CIVIC,CASEY,54,24/05/2017
HONDA,CR-V,KALEEN,54,24/05/2017
HYUNDAI,ELANTRA,KAMBAH,54,24/05/2017
HYUNDAI,I30,FLOREY,54,24/05/2017
HYUNDAI,I30,WATSON,54,24/05/2017
HYUNDAI,ILOAD,MITCHELL,54,24/05/2017
ISUZU,NPR,FYSHWICK,54,24/05/2017
MAZDA,3,COOMBS,54,24/05/2017
MAZDA,3,SPENCE,54,24/05/2017
MAZDA,6,CHISHOLM,54,24/05/2017
MAZDA,6,EVATT,54,24/05/2017
MAZDA,6,MONASH,54,24/05/2017
MAZDA,CX-5,GORDON,54,24/05/2017
NISSAN,NAVARA,MACGREGOR,54,24/05/2017
NISSAN,PULSAR,PALMERSTON,54,24/05/2017
NISSAN,X-TRAIL,HARRISON,54,24/05/2017
NISSAN,X-TRAIL,MACGREGOR,54,24/05/2017
SUBARU,FORESTER,RIVETT,54,24/05/2017
TOYOTA,CAMRY,GREENWAY,54,24/05/2017
TOYOTA,CAMRY,HIGGINS,54,24/05/2017
TOYOTA,COROLLA,FRASER,54,24/05/2017
TOYOTA,LANDCRUISER,NICHOLLS,54,24/05/2017
TOYOTA,YARIS,WATSON,54,24/05/2017
VOLKSWAGEN,AMAROK,FYSHWICK,54,24/05/2017
VOLKSWAGEN,PASSAT,NICHOLLS,54,24/05/2017
AUDI,Q5,PIALLIGO,53,24/05/2017
FORD,FALCON,GARRAN,53,24/05/2017
FORD,TERRITORY,WANNIASSA,53,24/05/2017
HOLDEN,ASTRA,CASEY,53,24/05/2017
HOLDEN,ASTRA,PHILLIP,53,24/05/2017
HOLDEN,BARINA,BELCONNEN,53,24/05/2017
HOLDEN,CRUZE,AMAROO,53,24/05/2017
HYUNDAI,I30,BANKS,53,24/05/2017
MAZDA,2,HARRISON,53,24/05/2017
MAZDA,2,MACGREGOR,53,24/05/2017
MAZDA,6,CALWELL,53,24/05/2017
MAZDA,6,DUNLOP,53,24/05/2017
MITSUBISHI,LANCER,BONYTHON,53,24/05/2017
NISSAN,PULSAR,BONYTHON,53,24/05/2017
NISSAN,X-TRAIL,KALEEN,53,24/05/2017
SUBARU,LIBERTY,MACGREGOR,53,24/05/2017
SUBARU,OUTBACK,CURTIN,53,24/05/2017
SUZUKI,SWIFT,CALWELL,53,24/05/2017
TOYOTA,CAMRY,RIVETT,53,24/05/2017
TOYOTA,COROLLA,MACARTHUR,53,24/05/2017
TOYOTA,HILUX,GOWRIE,53,24/05/2017
TOYOTA,HILUX,GUNGAHLIN,53,24/05/2017
TOYOTA,LANDCRUISER,CONDER,53,24/05/2017
TOYOTA,RAV4,FYSHWICK,53,24/05/2017
VOLKSWAGEN,GOLF,ARANDA,53,24/05/2017
FORD,FOCUS,EVATT,52,24/05/2017
HOLDEN,ASTRA,CHISHOLM,52,24/05/2017
HOLDEN,ASTRA,MONASH,52,24/05/2017
HOLDEN,COMMODORE,GREENWAY,52,24/05/2017
HONDA,ACCORD,GORDON,52,24/05/2017
HYUNDAI,I30,CURTIN,52,24/05/2017
HYUNDAI,I30,EVATT,52,24/05/2017
MAZDA,2,LYNEHAM,52,24/05/2017
MAZDA,3,GREENWAY,52,24/05/2017
MITSUBISHI,LANCER,BRADDON,52,24/05/2017
MITSUBISHI,LANCER,CURTIN,52,24/05/2017
MITSUBISHI,TRITON,CONDER,52,24/05/2017
MITSUBISHI,TRITON,MONASH,52,24/05/2017
NISSAN,PULSAR,BRUCE,52,24/05/2017
NISSAN,PULSAR,FRANKLIN,52,24/05/2017
NISSAN,PULSAR,NARRABUNDAH,52,24/05/2017
NISSAN,X-TRAIL,DUNLOP,52,24/05/2017
SCANIA,L94UB,GREENWAY,52,24/05/2017
SUBARU,FORESTER,FISHER,52,24/05/2017
SUBARU,FORESTER,YARRALUMLA,52,24/05/2017
SUBARU,IMPREZA,BRUCE,52,24/05/2017
SUBARU,IMPREZA,CALWELL,52,24/05/2017
SUBARU,IMPREZA,FRANKLIN,52,24/05/2017
TOYOTA,CAMRY,PEARCE,52,24/05/2017
TOYOTA,CAMRY,RED HILL,52,24/05/2017
TOYOTA,HILUX,GILMORE,52,24/05/2017
TOYOTA,RAV4,GORDON,52,24/05/2017
TOYOTA,YARIS,PALMERSTON,52,24/05/2017
VOLKSWAGEN,GOLF,CITY,52,24/05/2017
VOLKSWAGEN,GOLF,FLOREY,52,24/05/2017
FORD,FOCUS,CASEY,51,24/05/2017
FORD,RANGER,GORDON,51,24/05/2017
FORD,RANGER,HUME,51,24/05/2017
FORD,TERRITORY,AMAROO,51,24/05/2017
HOLDEN,CAPTIVA,DUNLOP,51,24/05/2017
HOLDEN,CAPTIVA,HARRISON,51,24/05/2017
HONDA,CIVIC,HAWKER,51,24/05/2017
HONDA,CR-V,FLOREY,51,24/05/2017
HONDA,CR-V,GUNGAHLIN,51,24/05/2017
HONDA,JAZZ,GORDON,51,24/05/2017
HONDA,JAZZ,GUNGAHLIN,51,24/05/2017
HYUNDAI,ELANTRA,NGUNNAWAL,51,24/05/2017
HYUNDAI,I30,AMAROO,51,24/05/2017
KIA,RIO,NGUNNAWAL,51,24/05/2017
MAZDA,2,NICHOLLS,51,24/05/2017
MITSUBISHI,LANCER,LATHAM,51,24/05/2017
NISSAN,NAVARA,WANNIASSA,51,24/05/2017
NISSAN,PULSAR,BELCONNEN,51,24/05/2017
NISSAN,PULSAR,FLOREY,51,24/05/2017
SUBARU,FORESTER,FADDEN,51,24/05/2017
SUBARU,FORESTER,FRANKLIN,51,24/05/2017
SUBARU,IMPREZA,AINSLIE,51,24/05/2017
SUBARU,IMPREZA,BELCONNEN,51,24/05/2017
SUBARU,IMPREZA,CASEY,51,24/05/2017
SUBARU,IMPREZA,THEODORE,51,24/05/2017
SUBARU,OUTBACK,CAMPBELL,51,24/05/2017
SUBARU,OUTBACK,NGUNNAWAL,51,24/05/2017
TOYOTA,CAMRY,YARRALUMLA,51,24/05/2017
TOYOTA,HIACE,HUME,51,24/05/2017
TOYOTA,HILUX,CHAPMAN,51,24/05/2017
TOYOTA,LANDCRUISER,BANKS,51,24/05/2017
VOLKSWAGEN,GOLF,DUNLOP,51,24/05/2017
VOLKSWAGEN,GOLF,LYONS,51,24/05/2017
VOLKSWAGEN,GOLF,WEETANGERA,51,24/05/2017
FORD,FALCON,HACKETT,50,24/05/2017
FORD,FIESTA,NGUNNAWAL,50,24/05/2017
FORD,FOCUS,BANKS,50,24/05/2017
HOLDEN,ASTRA,HOLT,50,24/05/2017
HOLDEN,ASTRA,O'CONNOR,50,24/05/2017
HOLDEN,CAPRICE,PARKES,50,24/05/2017
HONDA,ACCORD,LYNEHAM,50,24/05/2017
HONDA,ACCORD,MACGREGOR,50,24/05/2017
HONDA,JAZZ,KINGSTON,50,24/05/2017
HONDA,JAZZ,PHILLIP,50,24/05/2017
MAZDA,2,BANKS,50,24/05/2017
MAZDA,3,RED HILL,50,24/05/2017
MAZDA,3,STIRLING,50,24/05/2017
MITSUBISHI,LANCER,CHARNWOOD,50,24/05/2017
MITSUBISHI,TRITON,HOLT,50,24/05/2017
SUBARU,FORESTER,BRADDON,50,24/05/2017
SUBARU,FORESTER,DUFFY,50,24/05/2017
SUBARU,FORESTER,HOLT,50,24/05/2017
SUBARU,IMPREZA,DUNLOP,50,24/05/2017
SUBARU,LIBERTY,KALEEN,50,24/05/2017
SUZUKI,SWIFT,DUNLOP,50,24/05/2017
TOYOTA,AURION,DUNLOP,50,24/05/2017
TOYOTA,AURION,NGUNNAWAL,50,24/05/2017
TOYOTA,CAMRY,ARANDA,50,24/05/2017
TOYOTA,CAMRY,CITY,50,24/05/2017
TOYOTA,HILUX,CURTIN,50,24/05/2017
TOYOTA,HILUX,HARRISON,50,24/05/2017
TOYOTA,HILUX,O'CONNOR,50,24/05/2017
TOYOTA,RAV4,WANNIASSA,50,24/05/2017
TOYOTA,YARIS,CASEY,50,24/05/2017
