suburb,columnHeight,columnMaterial,outreach,lampType,latitude,longitude 
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24249413095866, 149.1170266636583
CAMPBELL,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.30185512399306, 149.15676616102093
LYNEHAM,6 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.2454248759829, 149.12953561333066
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26405022917545, 149.14369650499694
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26689638241101, 149.11553954293282
DOWNER,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24841970084267, 149.14213160747303
O'CONNOR,4 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.2643239578855, 149.1220740791847
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24047617241519, 149.15356785751277
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27897529850879, 149.1257980461425
WATSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.23934661458708, 149.1555430832062
CANBERRA CENTRAL (RURAL DIST.),6.5 metres,STEEL SPECIAL,0.15,COMPACT FLUORESCENT,-35.29000086573365, 149.11541943529056
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29048085293009, 149.15701878744528
LYNEHAM,6.5 metres,STEEL ORDINARY,0.75,METAL HALIDE,-35.244809692940024, 149.1238585575417
LYNEHAM,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23569324723056, 149.14382566578143
CITY,,,NONE,,-35.28075906071795, 149.13220493875298
DICKSON,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.2510600381804, 149.15061314598856
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.27963404225268, 149.08679044142315
WATSON,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.22609165803935, 149.16125501465743
CITY,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.2778484732539, 149.13424444552066
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24016486409855, 149.11764863156435
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25523499111348, 149.16574987100518
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26104025420878, 149.123397534799
CANBERRA CENTRAL (RURAL DIST.),12 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.260454168609954, 149.0992650973024
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.292461946210345, 149.1587038225095
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2472979984283, 149.1610950944994
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.237070914641734, 149.1569971472317
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24559006965767, 149.1327222291384
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.242414464386236, 149.1435424416759
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24720659031101, 149.15733075316
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29059321543836, 149.15452616309423
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28148573227355, 149.1349040894416
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25599940403188, 149.13786140505437
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.280820072834494, 149.1354102716969
REID,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.282376337208845, 149.1374763113689
ACTON,9 metres,CONCRETE COLUMN,3.0,METAL HALIDE,-35.29002254166952, 149.11772765534934
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.26636406405911, 149.08643489290057
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24071400263225, 149.14067944650344
REID,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28105166931694, 149.1373091916287
O'CONNOR,9 metres,GALVANISED STEEL,3.0,LIGHT EMITTING DIODE,-35.25980161955584, 149.10744164958257
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.246063843308775, 149.1528372351773
CANBERRA CENTRAL (RURAL DIST.),4 metres,STEEL SPECIAL,NONE,MERCURY VAPOUR,-35.27835015388231, 149.13238802086002
O'CONNOR,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.261597288372656, 149.1207089116867
DICKSON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.25078975577261, 149.13954503984243
CITY,4 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27958098887289, 149.12609787313764
ACTON,6 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.29263589174425, 149.11766487574653
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.27842294111173, 149.08686649147407
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.26088492055467, 149.08699232551294
CITY,10 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.28235733868314, 149.13163687703747
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2677086710773, 149.13028097575977
O'CONNOR,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25335597612161, 149.11700859489176
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.28082791343417, 149.13419393809076
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29193381431825, 149.15281234124305
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24720287779505, 149.1458107196007
REID,9 metres,STEEL ORDINARY,3.0,COMPACT FLUORESCENT,-35.28090893985368, 149.13747541621868
HACKETT,3.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.250538147768324, 149.1673434850784
BRADDON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2630494034448, 149.1348546194967
TURNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27197204852349, 149.11949602469832
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26264979192878, 149.1302988743643
REID,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.28862506375163, 149.14016850718434
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.284401377278066, 149.1495290275975
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,HIGH PRESSURE SODIUM,-35.28492821705186, 149.0951734277115
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28257427616136, 149.13616400980194
TURNER,10.5 metres,STEEL ORDINARY,4.3,SODIUM VAPOUR HIGH PRESSURE TW,-35.26147415569744, 149.13169915158414
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.23416248151756, 149.15391812975747
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.28028878292648, 149.12570067965015
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25328529344928, 149.16471758741048
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25366396048082, 149.16180025415653
CANBERRA CENTRAL (RURAL DIST.),6.5 metres,STEEL SPECIAL,0.15,COMPACT FLUORESCENT,-35.28527634905886, 149.1117033498407
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24421405752096, 149.15699785981406
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26968409953008, 149.1176698417145
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25338088452265, 149.1579335711229
CITY,10.5 metres,ALUMINIUM,4.5,METAL HALIDE,-35.28309351335709, 149.13346967542915
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.42445736868491, 149.07153515760925
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.25925450967878, 149.08761576372115
LYNEHAM,9 metres,STEEL ORDINARY,3.5,METAL HALIDE,-35.2434428766608, 149.12737419607322
CITY,5 metres,ALUMINIUM,1.5,METAL HALIDE,-35.28533558294097, 149.12334725136282
TURNER,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.27221991887644, 149.1174349548429
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.28200926865374, 149.13182673065387
BRADDON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27203053726292, 149.13681795816106
CITY,4 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.27954913501254, 149.1260452582182
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28160946110891, 149.15467760440927
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29025688758871, 149.15984437567454
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29305657099818, 149.15712071808832
BRADDON,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.275915054534366, 149.1348621074048
DOWNER,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24869712209127, 149.1412050689851
DICKSON,6.5 metres,WOODEN POLE,,METAL HALIDE,-35.25535630853587, 149.14186067705856
CITY,6 metres,ALUMINIUM,,METAL HALIDE,-35.27707578604454, 149.133375453787
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.27703345868664, 149.13062925562653
O'CONNOR,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25193751423057, 149.1148571475439
AINSLIE,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25769229543878, 149.1510887697056
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25578850901836, 149.15243054505066
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2409434115704, 149.16542581176884
BRADDON,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.263139302836414, 149.135937083265
LYNEHAM,6.5 metres,STEEL ORDINARY,0.75,SODIUM VAPOUR HIGH PRESSURE,-35.24357038091249, 149.1241006195851
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.23936261917621, 149.15972617335973
AINSLIE,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27482421245043, 149.1433350573427
CAMPBELL,6.5 metres,CONCRETE COLUMN,1.5,MERCURY VAPOUR,-35.29256680121342, 149.17022754551627
CITY,9 metres,ALUMINIUM,4.5,METAL HALIDE,-35.27730225074985, 149.1299896987788
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28249083384736, 149.12570189561063
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23304488910136, 149.12530973525523
LYNEHAM,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.24517360159936, 149.12745298419637
RUSSELL,9 metres,STEEL ORDINARY,3.0,MERCURY VAPOUR,-35.29566268603387, 149.14715878477364
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24909282916946, 149.16142965125897
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.24713241397046, 149.1181924874442
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.27315386840753, 149.14403436038128
CITY,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28561351973326, 149.12297818157595
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24574821734277, 149.13368329922272
CITY,4.5 metres,STEEL ORDINARY,0.5,METAL HALIDE,-35.27764958137763, 149.13050067079502
LYNEHAM,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25054403099973, 149.12506779916893
ACTON,12 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.2841515507807, 149.1100389836611
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25648026020417, 149.14588520843859
CITY,11 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.27880851916032, 149.12529167382525
CITY,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.28409348389693, 149.13041919449242
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.28763420936333, 149.16046991650617
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.23970407348922, 149.1241030351433
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2827622894559, 149.1565030823542
CAMPBELL,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.30063712550838, 149.1751304218787
WATSON,6.5 metres,STEEL ORDINARY (PAINTED),1.5,METAL HALIDE,-35.22837127479002, 149.1677307122595
DICKSON,6.5 metres,STEEL ORDINARY,0.75,LIGHT EMITTING DIODE,-35.24962989614365, 149.14641051757735
HACKETT,6.5 metres,WOODEN POLE,0.6,METAL HALIDE,-35.24768474689908, 149.15741763352358
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.23582783455272, 149.13110366514405
DICKSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25647076438185, 149.14149079734148
CITY,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28405895726935, 149.12808167697042
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24042165107738, 149.12430201536245
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.28335704358543, 149.13296777491834
AINSLIE,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.26149798569693, 149.14487840694727
ACTON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.28362408527097, 149.11030094905232
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26826191245767, 149.1444210627404
DICKSON,7 metres,STAINLESS STEEL,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.25113134563607, 149.13660688421785
LYNEHAM,9 metres,STEEL ORDINARY,3.5,METAL HALIDE,-35.2431089536002, 149.1287508297469
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24425488118853, 149.15810344312476
CAMPBELL,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.28264780674887, 149.15134008622925
LYNEHAM,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25152893551138, 149.13136618318413
DOWNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.238745735135176, 149.1452631509524
ACTON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.28388713961358, 149.10963598525097
RUSSELL,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.29612931901776, 149.1520748777384
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25472235589019, 149.14113715579796
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29064466257399, 149.14777497130171
CITY,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.27824874145935, 149.1333502399729
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25218090191021, 149.15858207704827
BRADDON,9 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.2611713235731, 149.13423651046003
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25213384013625, 149.16053789123188
ACTON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.28447424931807, 149.1103928382743
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28201037961489, 149.13548608519275
DICKSON,5.2 metres,STAINLESS STEEL,,LIGHT EMITTING DIODE,-35.24985781747022, 149.1373447593481
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.2790832040142, 149.13044222319817
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27104190497362, 149.13598742837107
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24057256185179, 149.12258962019285
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28060394727033, 149.13598407266178
CITY,4.5 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.27925159739134, 149.13294299973973
BRADDON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.27563187813196, 149.12976081066478
WATSON,9 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.22911067718184, 149.16548045071517
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.23915757321255, 149.12094415472748
O'CONNOR,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.2589519556764, 149.11191444650814
BRADDON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.27559441113832, 149.1300118760938
WATSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.236405856521465, 149.1517608570564
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.28490393300405, 149.08962393460396
ACTON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.2869719017754, 149.1264230302511
TURNER,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE TW,-35.27098731598383, 149.13018221844644
AINSLIE,6.5 metres,STEEL ORDINARY,1.5,LIGHT EMITTING DIODE,-35.26906376158224, 149.14337116612887
AINSLIE,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.424457481698, 149.071314947428
BRADDON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27726413337066, 149.13800740977598
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25350279578914, 149.11599663667465
AINSLIE,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26821626745576, 149.13951120884593
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.2613797960765, 149.08706876355328
LYNEHAM,6.5 metres,CONCRETE COLUMN,0.6,COMPACT FLUORESCENT,-35.25603562396724, 149.12891584571042
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.23686865811487, 149.13249452443034
DICKSON,11 metres,ALUMINIUM,NONE,LIGHT EMITTING DIODE,-35.25107675027006, 149.13412571233707
CAMPBELL,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27928668975699, 149.1490816781817
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.29115269969601, 149.15574919964925
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.2697198657977, 149.14174788710997
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24216697545935, 149.1406600332911
WATSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.2389119781245, 149.15496323404543
CAMPBELL,9 metres,ALUMINIUM,3.0,METAL HALIDE,-35.29010789666408, 149.14397372409246
WATSON,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.2316947333133, 149.15861437857328
CANBERRA CENTRAL (RURAL DIST.),4 metres,STEEL SPECIAL,NONE,MERCURY VAPOUR,-35.28060412073877, 149.1223183014175
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25089982512977, 149.1187900875194
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.27686835795396, 149.13044819449593
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24657939529648, 149.15711502852662
CITY,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.27704062823492, 149.13412308186196
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26539132801047, 149.14413985775724
BRADDON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.26478246237359, 149.13173007335777
CITY,4.5 metres,STEEL ORDINARY,0.5,METAL HALIDE,-35.27818936740257, 149.130416779532
DICKSON,5.2 metres,STAINLESS STEEL,,LIGHT EMITTING DIODE,-35.24985369339917, 149.13721253631934
CAMPBELL,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.292717700709616, 149.1705519416362
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26548606368267, 149.1386469841735
DOWNER,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.24115058580036, 149.14235989089016
AINSLIE,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.2627469750199, 149.14512708084726
WATSON,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.2284101969115, 149.16669845442104
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28496132345261, 149.16173160174762
LYNEHAM,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.23216136041398, 149.14888470910196
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25984159859529, 149.13949589927464
BRADDON,9 metres,ALUMINIUM,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27479056124893, 149.13265652503853
CITY,11 metres,STEEL ORDINARY,4.0,METAL HALIDE,-35.27681020170173, 149.12463375878346
WATSON,10 metres,GALVANISED STEEL,4.5,LIGHT EMITTING DIODE,-35.23370167557595, 149.16562339782217
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26711353846496, 149.14451423818858
CITY,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.28251788064386, 149.12473732743499
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28078664046534, 149.1359588250251
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25317937507426, 149.15587766779984
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28934398227882, 149.14577685350324
DOWNER,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24344525668455, 149.1363264165403
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.23856149130594, 149.15717930113124
CITY,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.27656357392618, 149.13296483837792
TURNER,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.26847766199228, 149.11438773887235
LYNEHAM,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.25189396476088, 149.1240900583483
O'CONNOR,,BRIDGE,NONE,MERCURY LOW PRESURE FLUORESCEN,-35.25120832056555, 149.10650950475375
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.28437274592977, 149.13644378253485
CITY,4.5 metres,ALUMINIUM,0.6,METAL HALIDE,-35.27975157725806, 149.12680929646493
CITY,4.5 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.2799618630185, 149.13110428984302
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE,-35.4245746029609, 149.07139211073
O'CONNOR,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26015824677643, 149.10573451320573
TURNER,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27263544473876, 149.11863947986697
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.2794986668704, 149.13230811598973
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.26808090514736, 149.1388084462829
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24221499203565, 149.1550221898927
CITY,4 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.27934064628791, 149.12654816137768
LYNEHAM,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.24682291383625, 149.125393221741
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.2849954904133, 149.10224638957573
DICKSON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25858896406859, 149.1368772693093
CAMPBELL,6.5 metres,CONCRETE COLUMN,0.15,LIGHT EMITTING DIODE,-35.28546643602402, 149.14849732989578
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25308948238325, 149.1402649511747
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27111039662077, 149.1156632812317
TURNER,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.27159234626196, 149.12298433584115
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25040026188417, 149.11492994946144
O'CONNOR,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25866138381896, 149.125436606139
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,METAL HALIDE,-35.24482043177647, 149.13993445239595
