suburb,columnHeight,columnMaterial,outreach,lampType,latitude,longitude
RUSSELL,12 metres,STEEL ORDINARY,4.5,MERCURY VAPOUR,-35.296619155678336, 149.14993687968175
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26918893206421, 149.11617579449728
ACTON,12 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.283672592027415, 149.10736701860847
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.245122410216275, 149.12317207406645
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.240555569415896, 149.13938520177484
O'CONNOR,9 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.26007222669984, 149.12311734394848
CANBERRA CENTRAL (RURAL DIST.),,TOILET BLOCK,NONE,PHOTOLUMINESCENCE,-35.42456530695987, 149.0719426300162
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.270252922684286, 149.14550065155015
LYNEHAM,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.236764137609335, 149.12475319228662
REID,3.5 metres,STEEL ORDINARY (PAINTED),NONE,COMPACT FLUORESCENT,-35.279462416314196, 149.1417732987899
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.28501790260637, 149.1331728053589
LYNEHAM,6.5 metres,WOODEN POLE,0.6,SODIUM VAPOUR HIGH PRESSURE,-35.24514316557287, 149.12404325431763
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.274645130680305, 149.14257766163703
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.251766185110206, 149.12189410072477
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.265652560574374, 149.14345735793302
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.281005377487084, 149.1286852100672
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.28514784748328, 149.14090901123134
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.258300591938806, 149.12627658192156
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.272267653189665, 149.14120148990568
BRADDON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.270606836502566, 149.13729958332195
O'CONNOR,6.5 metres,WOODEN POLE,0.6,METAL HALIDE,-35.26414532329936, 149.12400553508766
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.28448033063394, 149.14387979374743
CITY,,,NONE,METAL HALIDE,-35.28114006077044, 149.1346008346294
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27921006969278, 149.1424247408811
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.264433593467075, 149.13704655438238
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.247581385278814, 149.12278416733443
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252311198432345, 149.14099406054873
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.270588867566396, 149.14647402468097
DICKSON,6.5 metres,STEEL ORDINARY,0.75,COMPACT FLUORESCENT,-35.24891868687633, 149.15440465634933
TURNER,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.273098514965824, 149.12210079828506
TURNER,10.5 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.260963548773105, 149.13062158292405
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.27726760830636, 149.12953252485616
REID,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28071902131741, 149.13811605706414
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.247939093938605, 149.12645708921863
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.271661714915865, 149.14753152022686
BRADDON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27524378702789, 149.13867464867488
CAMPBELL,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.280663450199185, 149.15093828836928
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27066861410858, 149.14749290930285
ACTON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.276120375889946, 149.11414640760913
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.251000828307404, 149.15117969788366
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.266558742303076, 149.13361291793143
O'CONNOR,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.261996510050714, 149.1206435129495
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.280204231646714, 149.14355845515414
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.27016894313816, 149.13998675793118
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.275986307281194, 149.14354134894944
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27334046057674, 149.134025863799
DICKSON,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.252141844272856, 149.14478123884467
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.269782023501456, 149.14599518408588
DICKSON,5.2 metres,STAINLESS STEEL,,LIGHT EMITTING DIODE,-35.249640530152945, 149.1374227200599
REID,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.277394710549515, 149.14386763561563
DOWNER,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.247472891602776, 149.14724544713272
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26698703258716, 149.1455530855645
DOWNER,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.241547981594536, 149.14018325820246
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.253584059172574, 149.1453393190771
CITY,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28007045830369, 149.12785525429692
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.278636799893626, 149.14248604330908
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.285613377367326, 149.14326292481127
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.251189579056984, 149.12913285302483
TURNER,10.5 metres,STEEL ORDINARY,4.3,SODIUM VAPOUR HIGH PRESSURE TW,-35.270164740300466, 149.13029338797108
AINSLIE,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.266469413455006, 149.1464050698626
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.271697377999544, 149.145489405474
LYNEHAM,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.258656558351866, 149.13075475511494
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.276286721312964, 149.14278530556948
BRADDON,6.5 metres,STEEL ORDINARY,0.75,COMPACT FLUORESCENT,-35.269436424070676, 149.13631424252404
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25351039835585, 149.14032539813135
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25412013674314, 149.12026141363594
AINSLIE,6.5 metres,STEEL ORDINARY,0.75,METAL HALIDE,-35.269975257525594, 149.14358609573867
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26293442188927, 149.14021954609268
DOWNER,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.242826069486284, 149.13784826938155
DOWNER,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.24462684253794, 149.15225203472895
REID,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.278268075648214, 149.14442737098972
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.252646005848256, 149.11466173460983
DOWNER,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.247356620488134, 149.146998649013
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252732689631316, 149.11911043764854
CITY,10.5 metres,ALUMINIUM,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.285374180329846, 149.13400459196743
AINSLIE,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.272118778134136, 149.14439868846426
DICKSON,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.247540607735736, 149.15297372449183
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.274080850051, 149.13253404985448
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.254782715496205, 149.13938727460334
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23576996717842, 149.12517036692677
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.258048237044406, 149.13585980881322
BRADDON,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.277037693953446, 149.13792982296928
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.270694520104456, 149.12197079492424
O'CONNOR,9.5 metres,WOODEN POLE,0.6,SODIUM VAPOUR HIGH PRESSURE,-35.248250075347244, 149.11607311310428
REID,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.277884901567965, 149.14278274842317
AINSLIE,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.272085249257884, 149.14972694159607
CITY,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.276096435161776, 149.13167640724535
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.284857374957774, 149.14395090421374
DOWNER,6.5 metres,CONCRETE COLUMN,0.75,COMPACT FLUORESCENT,-35.246961293163885, 149.14560311136174
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.269894733627666, 149.12561883009036
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.281326896829896, 149.12774787990577
AINSLIE,6.5 metres,CONCRETE COLUMN,1.5,COMPACT FLUORESCENT,-35.26751959813199, 149.14224740878845
CANBERRA CENTRAL (RURAL DIST.),6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.283885291109776, 149.12194415189705
TURNER,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.266361010639805, 149.1311539127131
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.236067206643874, 149.12541423677604
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.274116743393485, 149.14227186487753
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,LIGHT EMITTING DIODE,-35.254075522669865, 149.12775527338073
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.278425203515226, 149.13035955089487
CAMPBELL,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.29255725306777, 149.17071742453666
REID,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.279178818576355, 149.13667049590543
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26848625318879, 149.11759453462838
AINSLIE,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.266641822225374, 149.14188672051984
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.272564677149546, 149.14864815369262
AINSLIE,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.266858467445324, 149.14783865092946
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.28037476891032, 149.14204752370776
ACTON,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.273493409584376, 149.11650640074132
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.266257338831444, 149.14471546671257
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.280835179413096, 149.14340166544474
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.245981456454814, 149.14868437209094
LYNEHAM,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.256720974271595, 149.13135784629432
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26953192704503, 149.1346668037273
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.241567363775744, 149.12611089941336
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.251788545774815, 149.12047854407356
CITY,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.285625782680306, 149.12426181725826
BRADDON,6.5 metres,CONCRETE COLUMN,1.5,MERCURY VAPOUR,-35.266918359914584, 149.13636671640262
O'CONNOR,12 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.258833176122984, 149.10961996102762
CAMPBELL,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.290654431772865, 149.14330334777605
AINSLIE,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26328059790643, 149.13893633331784
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.265811644855724, 149.13780282388296
BRADDON,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.269720330152886, 149.13972710376893
REID,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.286590214799936, 149.13674512504053
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.26748047334894, 149.14039926692197
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.239636820622714, 149.11891252251343
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.282162770642124, 149.12551874159436
DOWNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.245431430405894, 149.14871173443063
DICKSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.253351868932135, 149.14866470838086
O'CONNOR,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252550211687975, 149.11972404759732
REID,9.5 metres,WOODEN POLE,0.6,METAL HALIDE,-35.283648433618175, 149.14503858976374
LYNEHAM,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.239614002569965, 149.1218760576804
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.283563730734286, 149.14281446321294
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.272274958539654, 149.1475328693567
O'CONNOR,10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.258615599781244, 149.11035764630245
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27617827631088, 149.13376743983596
BRADDON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.277710324813036, 149.13912483774186
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.282585435123316, 149.14350200892935
DICKSON,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.257557232806235, 149.13769604224711
LYNEHAM,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.246145151006566, 149.1259516273382
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.256219967982936, 149.13731868641275
TURNER,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.2700929319031, 149.1232172241242
REID,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.279297035597985, 149.13868490991132
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.234588648644305, 149.13100207770768
REID,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.280812188030325, 149.13658934435477
CITY,,BRICK WALL,NONE,PHOTOLUMINESCENCE,-35.27800259203299, 149.1305219241026
BRADDON,10.5 metres,STEEL ORDINARY,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.270257018578555, 149.13085446846867
DOWNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24303676714203, 149.14863199665953
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.246921359048024, 149.12614225194355
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.240274377579496, 149.13999465967075
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.264608767804425, 149.13279734236238
BRADDON,6.5 metres,WOODEN POLE,1.0,METAL HALIDE,-35.276178927817014, 149.13735209868773
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.256675486605495, 149.12515176500312
REID,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.287425106641734, 149.1381649725908
BRADDON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.277139413050996, 149.13824879526854
REID,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.279289876409784, 149.14318319298977
LYNEHAM,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.244717882582506, 149.12080825090842
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.278075277655255, 149.13055084857925
BRADDON,10.5 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.27536830456215, 149.14280616620712
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.256507232979544, 149.12360533323434
AINSLIE,6.5 metres,STEEL ORDINARY,0.75,COMPACT FLUORESCENT,-35.270535418850976, 149.14391915803054
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.253740484668675, 149.14434040147435
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.278236451955394, 149.13072866561834
O'CONNOR,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.255397842462656, 149.1209077583114
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.266056194679344, 149.13705188711177
TURNER,6.5 metres,STEEL ORDINARY,0.15,METAL HALIDE,-35.27280352029392, 149.12884117423258
BRADDON,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.265352611762204, 149.13723335776203
DOWNER,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.238542722515646, 149.14022203923162
CAMPBELL,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.276944816394284, 149.14438929017888
O'CONNOR,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.2644625684026, 149.12282970810415
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.251177476672794, 149.1199523447475
BRADDON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27475855758712, 149.14097922380626
TURNER,6.5 metres,CONCRETE COLUMN,0.6,COMPACT FLUORESCENT,-35.267281629065884, 149.12054926608582
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.279107289986584, 149.13063665410493
DICKSON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.260532291260745, 149.13436973548338
BRADDON,9 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.27352221791184, 149.13286241254988
BRADDON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.276231083728405, 149.1340571392889
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.251960065203335, 149.14007290562006
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.269237489235586, 149.13484586459475
LYNEHAM,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.240252967121826, 149.1218711508711
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.271507366303624, 149.12237952920546
O'CONNOR,9 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.259201548128274, 149.12204317500905
REID,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2860618609215, 149.14246479624194
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.240840146400956, 149.13896989489191
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.240647056098226, 149.12371529608797
CAMPBELL,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.302833966186896, 149.16139688783207
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.249857702285944, 149.12716703545757
CAMPBELL,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.291780002278855, 149.15092191045852
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.268865896598946, 149.14547002370253
ACTON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27393763189778, 149.11612831702382
LYNEHAM,6.5 metres,CONCRETE COLUMN,0.6,COMPACT FLUORESCENT,-35.245243068739136, 149.12480328764158
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.264233122456496, 149.1391826656567
CAMPBELL,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.289204486628485, 149.16875844365254
RUSSELL,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.296819969411125, 149.14969125367352
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.280913755055316, 149.13447802739128
DICKSON,6.5 metres,STEEL ORDINARY,0.75,LIGHT EMITTING DIODE,-35.25003669416396, 149.14646332201667
REID,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.278463941985756, 149.14478593531825
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.272295541648035, 149.14905594354084
AINSLIE,6.5 metres,CONCRETE COLUMN,1.5,COMPACT FLUORESCENT,-35.268877205372064, 149.14303283861247
AINSLIE,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.267186376761856, 149.13962049710318
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23670010648835, 149.12521054152668
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27480559520896, 149.13395224389416
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.27788216113305, 149.13058208455163
DICKSON,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.252671847442514, 149.14788044630373
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24125601588581, 149.12599606216452
O'CONNOR,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.263677876554326, 149.12278839498808
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.282286096098616, 149.1251086718849
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.265189224236146, 149.13880588406982
AINSLIE,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.25946920860838, 149.14761599953155
REID,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.287825988024366, 149.13883813974394
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.279083256735795, 149.13064045294783
AINSLIE,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.259374607608784, 149.14789554247457
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.268044475610104, 149.14451562767977
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.250641309301706, 149.15112218201818
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.248343319638224, 149.13025005623223
DICKSON,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.251299755393575, 149.15118484354377
LYNEHAM,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.23840154103128, 149.12181709905286
BRADDON,10.5 metres,STEEL ORDINARY,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.267256335989934, 149.13133048538398
LYNEHAM,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.238047397306445, 149.1221193749914
DICKSON,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25203504519304, 149.14746631324536
LYNEHAM,9 metres,STEEL ORDINARY,3.0,LIGHT EMITTING DIODE,-35.24786476607018, 149.13245798116287
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.2492010558557, 149.1295873442765
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.267767063100706, 149.11622807648885
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.280889124107986, 149.13638891266007
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.23628282474828, 149.12472471830213
LYNEHAM,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.253626603791524, 149.13258302834197
